,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
38354,835,328353668,Clear and simple ordering history. Thank you. Hopefully the delivery and also the quality is as convincing: -),Klarer und einfache bestell verlauf. Danke. Hoffentlich die Lieferung und auch die Qualität ist auch so überzeugend :-),10,NPS,Customer Effort Score,2021-10-02T07:00:49.000Z,2021-10-02,samedi,octobre,False,desktop,Outillage,False,,Firefox 92.0,Matériel et aménagement de l'atelier,German,DE,Panorama24 (DE),True,1,FALSE,0,"35,99",paypal,Windows 10,SEM,False,0,1 - 100,False,Online Experience > Ease of Use > 1;Product > Quality > 0;Order > Quality > 1;Delivery > Quality > 0,,True
39198,1679,331986011,Invoicing additional shipping costs,Facturation frais de port en plus,8,NPS,Customer Effort Score,2021-10-03T07:10:19.000Z,2021-10-03,dimanche,octobre,False,tablet,Mobilier d'intérieur,False,,Chrome 89.0.4389,Meuble de salle à manger ,French,FR,SoBuy (FR),True,1,FALSE,"13,98","193,88",oney3x,Android 8.1.0,SHOPBOT,False,11 - 20,151 - 200,False,Delivery > Shipping Fees > -1,,True
39238,1719,331980912,relatively expensive shipping costs,frais de port relativement cher ,10,NPS,Customer Effort Score,2021-10-03T07:55:55.000Z,2021-10-03,dimanche,octobre,False,desktop,Construction matériaux,False,,Chrome 94.0.4606,Maçonnerie,French,FR,monCoffrage (FR),True,1,FALSE,"13,15","20,35",mastercard,Windows 7,SEO-BRAND,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
39267,1748,331975930,We'll see the delivery :-),On verra la livraison :-),10,NPS,Customer Effort Score,2021-10-03T08:17:54.000Z,2021-10-03,dimanche,octobre,False,desktop,Plomberie chauffage,False,,Chrome 94.0.4606,Chauffage et climatisation,French,FR,Maxoutil (FR),False,1,FALSE,"5,9","13,14",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 0,,True
39328,1809,331983641,It would be better to show shipping costs for all products first.,Sarebbe meglio mostrare prima i costi di spedizione per tutti i prodotti.,8,NPS,Customer Effort Score,2021-10-03T09:08:33.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,Outil et matériel de jardinage manuel,Italian,IT,Prezzi Affare (IT),True,1,FALSE,0,165,mastercard,Windows 7,SHOPBOT,False,0,151 - 200,False,Delivery > Shipping Fees > 0,,True
39395,1876,331975320,all good...but on certain products shipping cost higher than the cost of the product,tutto bene .....ma su certi prodotti costo di spedizione piu alto del costo del prodotto,8,NPS,Customer Effort Score,2021-10-03T09:52:12.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,Barbecue et plancha,Italian,IT,Lineonline (IT),False,1,FALSE,"6,9","44,8",mastercard,Windows 10,SEO-BRAND,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
39525,2006,331976435,pending delivery,en attente de la livraison,8,NPS,Customer Effort Score,2021-10-03T11:25:11.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,"Portail, grillage et occultation",French,FR,vidaXL (FR),False,1,FALSE,0,"30,99",paypal,Windows 7,SHOPBOT,False,0,1 - 100,False,Delivery > No Arrival > -1,,True
39544,2025,331976720,No problem right now I'm waiting for delivery,pas de probleme à present j'attends la livraison,10,NPS,Customer Effort Score,2021-10-03T11:38:17.000Z,2021-10-03,dimanche,octobre,False,desktop,Mobilier d'intérieur,False,,Edge 94.0.992,Meuble de salon,French,FR,ID Market (FR),False,1,FALSE,"23,9","303,88",mastercard,Windows 10,EMAIL,False,20 - 50,301 - 400,False,Service > General Satisfaction > 1,,True
39552,2033,331980037,hoping that for the delivery it will be again,en esperant que pour la livraison se sera parail,10,NPS,Customer Effort Score,2021-10-03T11:48:10.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,False,,Edge 94.0.992,Outils de jardin motorisés,French,FR,WilTec (FR),False,1,FALSE,"10,5","23,85",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Company / Brand > Intent to Reuse > 1;Delivery > Quality > 0,,True
39553,2034,331975751,I thought shipping costs were too expensive.,J’ai trouvé que les frais de port étaient trop chers,3,NPS,Customer Effort Score,2021-10-03T11:48:14.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,False,Je n’ai pas trouvé facilement les produits que je cherchais,Chrome 93.0.4577,Matériel d'arrosage et récupérateurs d'eau,French,FR,BRICOmmerce (FR),False,1,FALSE,"11,65","82,58",mastercard,Windows 10,AFFILIATION,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Finding Products,True
39557,2038,331975288,I found a sink that I can only have here free delivery,j'aitrouvé une vasque que je ne peut avoir qu'ici livraison gratuite ,10,NPS,Customer Effort Score,2021-10-03T11:54:39.000Z,2021-10-03,dimanche,octobre,False,desktop,"Salle de bain, WC",False,,Edge 94.0.992,Meuble de salle de bain,French,FR,ac-deco (FR),True,1,FALSE,0,"138,99",visa,Windows 10,SHOPBOT,False,0,101 - 150,False,Delivery > Shipping Fees > 1;Product > Stock / Availability > 1,,True
39559,2040,331982095,damage shipping costs to 10 euros,dommage frais de port à 10 euros,8,NPS,Customer Effort Score,2021-10-03T11:55:34.000Z,2021-10-03,dimanche,octobre,False,desktop,Mobilier d'intérieur,False,,Chrome 94.0.4606,Décoration,French,FR,Un Amour de Tapis (FR),False,1,FALSE,"9,89","117,88",mastercard,Windows 10,SEM,False,6 - 10,101 - 150,False,Delivery > Shipping Fees > -1,,True
39572,2053,331980029,Too expensive delivery costs and wait time not fast enough,Frais de livraison trop cher et délai d’attente pas assez rapide,4,NPS,Customer Effort Score,2021-10-03T12:13:47.000Z,2021-10-03,dimanche,octobre,False,phone,Animalerie,False,J’ai trouvé que les frais de port étaient trop chers,Mobile Safari 14.0.1,Animaux de la ferme,French,FR,Poulailler Direct (FR),True,1,FALSE,11,"45,64",visa,iOS 14.2,EMAIL,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1;Delivery > Timeliness > -1,Detractor '- Delivery Fees,True
39730,2211,331976956,delivery not late,livraison pas en retard,10,NPS,Customer Effort Score,2021-10-03T14:31:34.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,False,,Edge 94.0.992,Outil et matériel de jardinage manuel,French,FR,Nouveaux Marchands (FR),False,1,FALSE,0,"109,39",visa,Windows 10,SEO-BRAND,False,0,101 - 150,False,Delivery > Timeliness > 1,,True
39748,2229,331977119,Simple to search snd view products and then order with free delivery was amazing. ,Simple to search snd view products and then order with free delivery was amazing. ,9,NPS,Customer Effort Score,2021-10-03T14:45:39.000Z,2021-10-03,dimanche,octobre,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.2,Meuble d'entrée,English,GB,Aosom (GB),True,1,FALSE,0,"43,69",paypal,iOS 14.7.1,EMAIL,False,0,1 - 100,False,Delivery > Shipping Fees > 1;Online Experience > Ease of Use > 1;Online Experience > Search & Filters > 1,,True
39771,2252,331976058,Just 1 tip...lack of choice for delivery (relays etc...),Juste 1 conseil...manque de choix pour la livraison (relais etc...),8,NPS,Customer Effort Score,2021-10-03T15:04:50.000Z,2021-10-03,dimanche,octobre,False,phone,Outillage,False,,Chrome Mobile 94.0.4606,...,French,FR,Arebos (FR),False,1,FALSE,0,"57,9",visa,Android 11,SHOPBOT,False,0,1 - 100,False,Delivery > Drop-off point > -1;Delivery > Delivery Options > -1,,True
39776,2257,331985697,One mode of delivery proposed?,Un seul mode de livraison proposé?,8,NPS,Customer Effort Score,2021-10-03T15:10:48.000Z,2021-10-03,dimanche,octobre,False,desktop,Mobilier d'intérieur,False,,Chrome 93.0.4577,Meuble de bureau,French,FR,ID Market (FR),False,2,FALSE,"25,9","100,88",paypal,Chrome OS 14092.46.0,SHOPBOT,False,20 - 50,1 - 100,False,Delivery > Drop-off point > -1,,True
39804,2285,331977705,High shipping costs because each product comes from a different supplier.,Frais de port élevés car chaque produit vient d'un fournisseur différent.,8,NPS,Customer Effort Score,2021-10-03T15:33:36.000Z,2021-10-03,dimanche,octobre,False,desktop,"Salle de bain, WC",False,,Edge 94.0.992,WC et accessoire,French,FR,Cazabox (FR),False,3,FALSE,"23,95","67,01",visa,Windows 10,SHOPBOT,False,20 - 50,1 - 100,False,Delivery > Shipping Fees > -1,,True
39814,2295,331986559,I'll see you at the Regards delivery.,"Je verrai à la livraison 
Cordialement ",9,NPS,Customer Effort Score,2021-10-03T15:41:22.000Z,2021-10-03,dimanche,octobre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 87.0.4280,Meuble d'entrée,French,FR,SoBuy (FR),True,1,FALSE,"9,99","54,94",paypal,Android 11,SHOPBOT,False,6 - 10,1 - 100,False,Company / Brand > Intent to Reuse > 1,,True
39820,2301,331976057,My first order. It worked out well. Let's see how the quality and shipping is.,Meine erste Bestellung. Hat gut geklappt. Mal sehen wie die Qualität und der Versand ist.,9,NPS,Customer Effort Score,2021-10-03T15:46:34.000Z,2021-10-03,dimanche,octobre,False,phone,"Salle de bain, WC",False,,Chrome Mobile 94.0.4606,Lavabos,German,DE,vidaXL (DE),True,1,FALSE,0,"54,99",paypal,Android 11,DIRECT_ACCESS,False,0,1 - 100,False,Service > General Satisfaction > 1;Product > Quality > 0;Delivery > Quality > 0,,True
39880,2361,331975322,"Order very easy to make, I expect delivery next week","Commande très facile à réaliser, j'attends la livraison la semaine prochaine",9,NPS,Customer Effort Score,2021-10-03T16:21:58.000Z,2021-10-03,dimanche,octobre,False,desktop,Mobilier d'intérieur,False,,Firefox 92.0,Meuble de salon,French,FR,vidaXL (FR),True,1,FALSE,0,"298,99",visa,Windows 10,AFFILIATION,False,0,201 - 300,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1,,True
39901,2382,331980713,Impossible to choose a delivery in relay point!,Impossibilité de choisir une livraison en point relais! ,9,NPS,Customer Effort Score,2021-10-03T16:33:47.000Z,2021-10-03,dimanche,octobre,False,desktop,Electricité,True,,Safari 13.1.2,"Domotique, automatismes et sécurité",French,FR,Klik (FR),False,1,FALSE,"17,5","195,14",visa,Mac OS X 10.13.6,SHOPBOT,False,11 - 20,151 - 200,False,Delivery > Drop-off point > -1;Delivery > Delivery Options > -1,,True
39926,2407,331976107,Fast. Free and cheap shipping.,Rapide. Frais de livraison gratuit et pas cher. ,8,NPS,Customer Effort Score,2021-10-03T16:52:42.000Z,2021-10-03,dimanche,octobre,False,phone,"Salle de bain, WC",False,,Chrome Mobile 94.0.4606,Meuble de salle de bain,French,FR,vidaXL (FR),True,2,FALSE,0,"215,88",oney3x,Android 9,RETARGETING,False,0,201 - 300,False,Delivery > Shipping Fees > 1;Delivery > Speed of delivery > 1,,True
39929,2410,331983680,"I hope you call me before delivery, thank you.","Espero que me llamen antes de la entrega,gracias",10,NPS,Customer Effort Score,2021-10-03T16:53:36.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,True,,Chrome 94.0.4606,Plante et soin des végétaux,Spanish,ES,Lucatex (ES),True,1,FALSE,0,"106,2",paypal,Windows 10,DIRECT_ACCESS,False,0,101 - 150,False,Delivery > Notifications > 1,,True
39964,2445,331985927,for 80 euros of purchases the shipping costs should be free,pour 80 euros d'achats les frais de port devraient âtre gratuit,3,NPS,Customer Effort Score,2021-10-03T17:14:25.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,False,J’ai trouvé que les frais de port étaient trop chers,Chrome 94.0.4606,Mobilier de jardin et jeux,French,FR,WilTec (FR),True,1,FALSE,"13,5","80,14",paypal,Windows 7,SEO-SEARCH,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > 0,Detractor '- Delivery Fees,True
40005,2486,331975771,"For now nothing, I hope the delivery is punctual","Per ora nulla , spero la consegna sia puntuale",10,NPS,Customer Effort Score,2021-10-03T17:42:54.000Z,2021-10-03,dimanche,octobre,False,phone,Animalerie,False,,Mobile Safari 14.1.2,Chien,Italian,IT,Original Legno (IT),True,1,FALSE,12,210,mastercard,iOS 14.7.1,SHOPBOT,False,11 - 20,201 - 300,False,Delivery > Speed of delivery > 0,,True
40060,2541,331980589,I thought shipping costs were too expensive.,J’ai trouvé que les frais de port étaient trop chers,6,NPS,Customer Effort Score,2021-10-03T18:20:10.000Z,2021-10-03,dimanche,octobre,False,desktop,Animalerie,False,J’ai manqué d’options pour me faire livrer,Chrome 94.0.4606,Chien,French,FR,Electropolis (FR),True,1,FALSE,"6,95","27,85",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Delivery Options,True
40073,2554,331977491,see now the delivery!,voir maintenant la livraison  !,10,NPS,Customer Effort Score,2021-10-03T18:29:43.000Z,2021-10-03,dimanche,octobre,False,desktop,Jardin piscine,False,,Chrome 93.0.4577,Plante et soin des végétaux,French,FR,ID Market (FR),True,1,FALSE,"13,9","49,88",visa,Chrome OS 14092.66.0,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Quality > 0,,True
40096,2577,331975609,"The steps are simple, the shipping costs are clearly indicated and already in the early stages of order","I passaggi sono semplici, le spese di spedizione sono indicate chiaramente e già nelle prime fasi d'ordine ",10,NPS,Customer Effort Score,2021-10-03T18:52:14.000Z,2021-10-03,dimanche,octobre,False,phone,Quincaillerie,False,,Chrome Mobile 93.0.4577,Quincaillerie du meuble,Italian,IT,BES Elettronica (IT),True,1,FALSE,4,"9,99",mastercard,Android 6.0.1,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > 1;Online Experience > Ease of Use > 1,,True
40106,2587,331975108,I would have liked to have been given the option of paying for a quicker delivery for a time that was convenient to me as the customer ,I would have liked to have been given the option of paying for a quicker delivery for a time that was convenient to me as the customer ,3,NPS,Customer Effort Score,2021-10-03T19:04:29.000Z,2021-10-03,dimanche,octobre,False,tablet,Cuisine,False,I didn't find a suitable delivery option,Chrome 94.0.4606,Evier et robinet,English,GB,vidaXL (GB),True,1,FALSE,0,"68,99",paypal,Android 7.0,SEO-SEARCH,False,0,1 - 100,False,Delivery > Speed of delivery > 0,Detractor '- Delivery Options,True
40313,2794,331975018,delivery time a bit long,délai de livraison un peu long,10,NPS,Customer Effort Score,2021-10-04T07:19:23.000Z,2021-10-04,lundi,octobre,False,desktop,Outillage,True,,Chrome 94.0.4606,Matériel et aménagement de l'atelier,French,FR,Matisere (FR),False,1,FALSE,30,"143,84",mastercard,Windows 10,RETARGETING,False,20 - 50,101 - 150,False,Delivery > Timeliness > -1,,True
40425,2906,331985661,pending delivery,en attente livraison,6,NPS,Customer Effort Score,2021-10-04T08:54:44.000Z,2021-10-04,lundi,octobre,False,desktop,Luminaire,False,J’ai manqué d’options pour me faire livrer,Edge 91.0.864,Lampe portative,French,FR,Todo Taladros (FR),False,1,FALSE,12,33,paypal,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > No Arrival > -1,Detractor '- Delivery Options,True
40493,2974,331980299,delivery costs too high,frais de livraison trop élevé ,7,NPS,Customer Effort Score,2021-10-04T09:43:06.000Z,2021-10-04,lundi,octobre,False,desktop,"Salle de bain, WC",False,,Edge 94.0.992,Douche et baignoire,French,FR,Rubinetteriashop (FR),True,1,FALSE,"9,99","15,55",visa,Windows 10,SEO-BRAND,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,,True
40542,3023,331986939,"For now, effective management; for an overall assessment, we expect the delivery of the ordered product.","Per ora, gestione efficace; per una valutazione complessiva, si attende la consegna del prodotto ordinato.",10,NPS,Customer Effort Score,2021-10-04T10:16:03.000Z,2021-10-04,lundi,octobre,False,phone,Quincaillerie,False,,Chrome Mobile 88.0.4324,Quincaillerie du meuble,Italian,IT,Mi.LO (IT),False,1,FALSE,"5,3","8,5",mastercard,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Service > Efficiency / Reliability > 1,,True
40614,3095,331985726,Perfect... shame not to have free shipping after a certain amount as they now have almost all sites,Perfetto... peccato non avere la spedizione gratuito dopo un certo importo come ormai hanno quasi tutti i siti,10,NPS,Customer Effort Score,2021-10-04T11:15:17.000Z,2021-10-04,lundi,octobre,False,desktop,Animalerie,False,,Chrome 94.0.4606,Chat,Italian,IT,Petingros (IT),False,1,FALSE,6,"29,94",paypal,Windows 10,SEO-SEARCH,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
40626,3107,331982234,I thought shipping costs were too expensive.,J’ai trouvé que les frais de port étaient trop chers,5,NPS,Customer Effort Score,2021-10-04T11:26:55.000Z,2021-10-04,lundi,octobre,False,desktop,Outillage,False,J'ai eu des difficultés à payer avec les moyens de paiement proposés,Chrome 94.0.4606,Accessoire et consommables pour outillage électroportatif,French,FR,MID ADNAuto (FR),True,4,FALSE,"15,89","78,79",visa,Windows 10,SEO-SEARCH,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Difficulty Paying,True
40627,3108,331985620,"There was a white screen the first time after, validating delivery, no access for payment, the second time it worked","Il y a eu un écran blanc la première  fois après, valider  livraison, pas d’accès pour paiement,  la deuxième fois cela a marché ",8,NPS,Customer Effort Score,2021-10-04T11:27:00.000Z,2021-10-04,lundi,octobre,False,tablet,Outillage,True,,Chrome 94.0.4606,Matériel et aménagement de l'atelier,French,FR,Westfalia Brico (FR),False,2,FALSE,"5,35","36,98",mastercard,Android 11,SEM,False,1 - 5,1 - 100,False,Delivery > Quality > 1;Payments > Payment Security > -1,,True
40633,3114,331974841,"After shipping willingly, for the order it was very easy and fast","Dopo la spedizione volentieri,per l'ordine e stato molto facile e veloce",10,NPS,Customer Effort Score,2021-10-04T11:32:29.000Z,2021-10-04,lundi,octobre,False,phone,Luminaire,False,,Chrome Mobile 94.0.4606,Ampoule,Italian,IT,MG Elettrica (IT),True,1,FALSE,"5,9",12,visa,Android 8.0.0,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,True
40736,3217,331981179,for a bird net at 2.50 euros 10.50 shipping costs???,pour un filet à oiseau à 2.50 euros 10.50 de frais d'envoi ????,7,NPS,Customer Effort Score,2021-10-04T12:43:15.000Z,2021-10-04,lundi,octobre,False,desktop,Mobilier d'intérieur,False,,Chrome 94.0.4606,Décoration,French,FR,PremiumXL (FR),False,1,FALSE,0,"55,18",mastercard,Windows 10,SEM,False,0,1 - 100,False,Delivery > Shipping Fees > -1,,True
40761,3242,331983321,Great to be able to control the screwdriver at the unit. Cheap delivery for 16 screws...,"Génial de pouvoir commander la visserie à l'unité. Livraison un peu chère pour 16 vis...

",9,NPS,Customer Effort Score,2021-10-04T13:02:38.000Z,2021-10-04,lundi,octobre,False,desktop,Quincaillerie,False,,Firefox 92.0,"Fixation technique : vis, boulons, clous",French,FR,CERGY-VIS (FR),True,2,FALSE,"5,64","8,84",paypal,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Quality > 1;Product > Value for Money > 1,,True
40775,3256,331983322,Cannot schedule delivery,Impossible programmer une livraison,0,NPS,Customer Effort Score,2021-10-04T13:10:08.000Z,2021-10-04,lundi,octobre,False,desktop,Mobilier d'intérieur,False,J’ai manqué d’options pour me faire livrer,Chrome 94.0.4606,Meuble de chambre,French,FR,Mobil Meubles (FR),True,1,FALSE,0,"165,95",visa,Windows 10,RETARGETING,False,0,151 - 200,False,Delivery > Timeliness > 0,Detractor '- Delivery Options,True
40802,3283,331980750,It wouldn't let me change the billing address and delivery address to be different.,It wouldn't let me change the billing address and delivery address to be different.,5,NPS,Customer Effort Score,2021-10-04T13:27:44.000Z,2021-10-04,lundi,octobre,False,desktop,Mobilier d'intérieur,False,My payment method didn't work as expected,Edge 94.0.992,Meuble de salon,English,GB,Big Furniture Warehouse (GB),True,1,FALSE,0,"84,99",visa,Windows 10,SHOPBOT,False,0,1 - 100,False,Account > Address Management > -1,Detractor '- Difficulty Paying,True
40869,3350,331985833,too expensive delivery,livraison trop cher,8,NPS,Customer Effort Score,2021-10-04T14:23:38.000Z,2021-10-04,lundi,octobre,False,desktop,Outillage,False,,Firefox 92.0,Outillage spécialisé,French,FR,OC-PRO (FR),False,1,FALSE,"6,7","37,64",visa,Windows 10,SEM,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,,True
40932,3413,331977795,Damage no delivery relay point in Beaulieu sur Mer,Dommage pas de point de relais de livraison à Beaulieu sur Mer,10,NPS,Customer Effort Score,2021-10-04T15:03:40.000Z,2021-10-04,lundi,octobre,False,desktop,Plomberie chauffage,False,,Chrome 94.0.4606,Traitement de l'eau,French,FR,Adoucisseur-eau (FR),True,1,FALSE,"4,8","33,8",visa,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Drop-off point > -1;Delivery > Delivery Options > -1,,True
40941,3422,331975838,approximate date delivery date,DATE APPROXIMATIF DATE LIVRAISON,10,NPS,Customer Effort Score,2021-10-04T15:10:49.000Z,2021-10-04,lundi,octobre,True,desktop,Jardin piscine,False,,Chrome 94.0.4606,Outils de jardin motorisés,French,FR,ELEM MF (FR),False,1,FALSE,0,"66,5",mastercard,Windows 7,SHOPBOT,False,0,1 - 100,False,Delivery > Timeliness > 0,,True
40974,3455,331977084,a little expensive delivery costs for a very light product,frais de livraison un peu cher pour un produit tres leger,10,NPS,Customer Effort Score,2021-10-04T15:35:11.000Z,2021-10-04,lundi,octobre,False,desktop,Plomberie chauffage,False,,Chrome 94.0.4606,"Plomberie, tube, raccord",French,FR,AYOR WATER AND HEATING SOLUTIONS (FR),False,1,FALSE,"6,9","10,7",mastercard,Windows 7,SEM,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,,True
40978,3459,331975755,Especially free shipping costs is the top,Surtout frais de livraison gratuite c’est le top ,10,NPS,Customer Effort Score,2021-10-04T15:37:19.000Z,2021-10-04,lundi,octobre,False,tablet,Jardin piscine,False,,Chrome Mobile iOS 94.0.4606,Outils de jardin motorisés,French,FR,WilTec (FR),False,1,FALSE,0,"132,34",paypal,iOS 14.6,SEO-SEARCH,False,0,101 - 150,False,Delivery > Shipping Fees > 1;Service > General Satisfaction > 1,,True
40988,3469,331986352,Top waiting for delivery,Top en attente de livraison,10,NPS,Customer Effort Score,2021-10-04T15:44:39.000Z,2021-10-04,lundi,octobre,False,phone,Jardin piscine,False,,Chrome Mobile 94.0.4606,Outils de jardin motorisés,French,FR,MPS (FR),True,1,FALSE,"9,5","44,4",mastercard,Android 11,SEM,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 0;Service > General Satisfaction > 1,,True
41038,3519,331984898,To see delivery and products now,A voir la livraison et les produits maintenant ,10,NPS,Customer Effort Score,2021-10-04T16:09:06.000Z,2021-10-04,lundi,octobre,False,phone,Luminaire,False,,Mobile Safari 14.1.2,Eclairage d'intérieur,French,FR,STOEX (FR),True,2,FALSE,0,"52,49",paypal,iOS 14.7.1,SHOPBOT,False,0,1 - 100,False,Delivery > Speed of delivery > 0,,True
41065,3546,331984345,Very straight forward to order and quick delivery which was free!! ,Very straight forward to order and quick delivery which was free!! ,9,NPS,Customer Effort Score,2021-10-04T16:23:18.000Z,2021-10-04,lundi,octobre,False,phone,Plomberie chauffage,False,,Mobile Safari 15.0,Chauffage et climatisation,English,GB,Elegant Showers (GB),True,1,FALSE,0,"130,99",visa,iOS 15.0.1,AFFILIATION,False,0,101 - 150,False,Delivery > Shipping Fees > 1;Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,True
41132,3613,331976113,"Very easy to place an order. Now I'm waiting for my delivery, thank you in advance!!!","Très facile de passer commande. Maintenant, j'attends ma livraison, merci d'avance !!!",10,NPS,Customer Effort Score,2021-10-04T17:09:20.000Z,2021-10-04,lundi,octobre,False,desktop,Outillage,False,,Firefox 92.0,Outillage à main,French,FR,Conrad (FR),True,1,FALSE,"4,95","23,94",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,True
41231,3712,331976300,A little more... Upon delivery of the product we will see...,Poco más... A la entrega del producto veremos...,10,NPS,Customer Effort Score,2021-10-04T18:20:55.000Z,2021-10-04,lundi,octobre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 94.0.4606,Meuble de chambre,Spanish,ES,vidaXL (ES),True,1,FALSE,0,"167,97",paypal,Android 10,SHOPBOT,False,0,151 - 200,False,Delivery > Speed of delivery > 0,,True
41256,3737,331980425,call on my cell phone on delivery day,"bien appeler sur mon portable lejour de la livraison
",10,NPS,Customer Effort Score,2021-10-04T18:46:21.000Z,2021-10-04,lundi,octobre,False,desktop,Outillage,False,,Chrome 94.0.4606,Outillage à main,French,FR,Deko Officiel (FR),True,1,FALSE,0,139,visa,Windows 10,SHOPBOT,False,0,101 - 150,False,Delivery > Notifications > 1,,True
41280,3761,331976665,Unfortunately no shipping to Austria possible!?!,Leider kein Versand nach Österreich Möglich!?!,2,NPS,Customer Effort Score,2021-10-04T19:01:11.000Z,2021-10-04,lundi,octobre,False,desktop,Jardin piscine,False,Meine bevorzugte Zahlungsmethode wurde nicht angeboten.,Opera 78.0.4093,Matériel d'arrosage et récupérateurs d'eau,German,DE,M&S Vertrieb Service  (DE),True,1,FALSE,0,"52,9",paypal,Windows 7,SEO-SEARCH,False,0,1 - 100,False,Delivery > Drop-off point > -1;Delivery > Quality > -1;Delivery > Delivery Options > -1,Detractor '- Lacking Payment Methods,True
41301,3782,331976854,The thing I blame is delivery I make myself available the deliveryman does not respect the schedules and the equipment left in front of my home. otherwise the rest is perfect,la chose chose que je reproche c'est la livraison je me rend disponible le livreur respecte pas les horaires et le matériel laissé devant chez moi. sinon le reste est parfait,10,NPS,Customer Effort Score,2021-10-04T19:14:17.000Z,2021-10-04,lundi,octobre,False,desktop,"Salle de bain, WC",True,,Edge 94.0.992,Douche et baignoire,French,FR,Aica Sanitaire Pro (FR),False,1,FALSE,0,"281,19",mastercard,Windows 10,DIRECT_ACCESS,False,0,201 - 300,False,Delivery > Timeliness > -1;Delivery > Courier Service > -1;Service > General Satisfaction > 1,,True
41343,3824,331977352,Propose another way of delivery with drop-off at relay point,Proposer une autre façon de livraison avec dépose en point relais ,8,NPS,Customer Effort Score,2021-10-04T19:51:26.000Z,2021-10-04,lundi,octobre,False,tablet,Jardin piscine,False,,Google 179.0.398606875,Matériel d'arrosage et récupérateurs d'eau,French,FR,GetGoods (FR),False,1,FALSE,"5,95","45,94",visa,iOS 14.8,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Drop-off point > 0,,True
41449,3930,331983245,I'm waiting for delivery This is my first order at home Thank you,"J’attend la livraison 
C’est ma première commande chez vous
Merci ",10,NPS,Customer Effort Score,2021-10-05T04:21:15.000Z,2021-10-05,mardi,octobre,False,phone,Jardin piscine,False,,Mobile Safari 12.1.2,Mobilier de jardin et jeux,French,FR,vidaXL (FR),True,1,FALSE,0,"21,99",visa,iOS 12.5.5,SEM,False,0,1 - 100,False,Delivery > Speed of delivery > 0,,True
41539,4020,331977323,When will the delivery take place? Otherwise very well,"A quand la livraison ?
Sinon très bien",10,NPS,Customer Effort Score,2021-10-05T07:18:07.000Z,2021-10-05,mardi,octobre,False,desktop,Outillage,False,,Opera 36.0.2130,Accessoire et consommables pour outillage électroportatif,French,FR,ADEPEM (FR),True,1,FALSE,"3,5","19,4",mastercard,Windows Vista,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,True
