,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
41844,4325,331977042,It's been hard to find the products I was looking for.,Ha sido difícil encontrar los productos que estaba buscando,6,NPS,Customer Effort Score,2021-10-05T11:25:07.000Z,2021-10-05,mardi,octobre,False,phone,Revêtement sol et mur,False,Ha sido complicado encontrar productos complementarios o compatibles,Chrome Mobile 94.0.4606,Outils de pose et mise en œuvre,Spanish,ES,Dispival (ES),False,4,FALSE,"8,14","34,3",paypal,Android 9,SEM,False,6 - 10,1 - 100,False,Online Experience > Search & Filters > -1,Detractor '- Finding Compatible Products,False
41864,4345,331984034,"I've had a hard time with the pay footbridge. Otherwise, fine.","He tenido dificultades con la pasarela de pago. Por lo demás, bien.",9,NPS,Customer Effort Score,2021-10-05T11:44:09.000Z,2021-10-05,mardi,octobre,False,desktop,"Salle de bain, WC",True,,Chrome 94.0.4606,Accessoire de salle de bain,Spanish,ES,Ferreterías Industriales (ES),True,1,FALSE,"3,03","262,51",visa,Windows 10,SEM,True,1 - 5,201 - 300,False,Service > General Satisfaction > 1;Payments > Success of payment > -1,,False
41922,4403,331974826,"It's unintuitive, and a little slow.","es poco intuitivo, y algo lento",8,NPS,Customer Effort Score,2021-10-05T12:36:54.000Z,2021-10-05,mardi,octobre,False,desktop,Outillage,True,,Chrome 94.0.4606,Outillage à main,Spanish,ES,Makrotools (ES),False,2,FALSE,"5,98","87,28",paypal,Windows 10,SEM,False,1 - 5,1 - 100,False,Online Experience > Quality > -1;Online Experience > Design / Layout > -1,,False
41940,4421,331980698,Easy to buy,Fácil la compra,10,NPS,Customer Effort Score,2021-10-05T12:54:08.000Z,2021-10-05,mardi,octobre,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.2,Décoration,Spanish,ES,Bañoidea (ES),True,1,FALSE,6,"43,75",paypal,iOS 14.7.1,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
41958,4439,331979921,from a friend,from a friend,10,NPS,Customer Effort Score,2021-10-05T13:08:33.000Z,2021-10-05,mardi,octobre,False,desktop,Quincaillerie,False,,Chrome 80.0.3987,"Fixation technique : vis, boulons, clous",English,GB,Graphskill (GB),True,1,FALSE,2,"34,5",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Support > Other > 1,,False
41998,4479,331983782,The size of the appropriate awning,El tamaño del toldo apropiado,6,NPS,Customer Effort Score,2021-10-05T13:45:19.000Z,2021-10-05,mardi,octobre,False,phone,Jardin piscine,True,Ha sido complicado encontrar productos complementarios o compatibles,Chrome Mobile 94.0.4606,"Abri, garage et rangement extérieur",Spanish,ES,AA-herramientas (ES),False,1,FALSE,"13,99","48,49",mastercard,Android 10,SHOPBOT,False,11 - 20,1 - 100,False,Product > Measurements > -1,Detractor '- Finding Compatible Products,False
42039,4520,331982106,Wouldn't accept goole login,Wouldn't accept goole login,6,NPS,Customer Effort Score,2021-10-05T14:24:21.000Z,2021-10-05,mardi,octobre,False,desktop,Quincaillerie,False,I had trouble signing up or logging in,Edge 94.0.992,Sécurité et serrurerie,English,GB,Ultra Secure (GB),True,1,FALSE,"4,95","7,2",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Account > Account Management > -1,Detractor '- Signup/Login,False
42054,4535,331976873,"I had some difficulty recording, then everything was fine.","ho avuto qualche difficolta per registrarmi, poi tutto bene.
",8,NPS,Customer Effort Score,2021-10-05T14:32:43.000Z,2021-10-05,mardi,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,Plante et soin des végétaux,Italian,IT,Idroponica - Player (IT),True,1,FALSE,"4,9","8,42",visa,Windows 7,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1;Online Experience > Other > -1,,False
42063,4544,331980824,Is it possible to store card data for payments?,è possibile memorizzare i dati della carta per i pagamenti ?,10,NPS,Customer Effort Score,2021-10-05T14:36:35.000Z,2021-10-05,mardi,octobre,False,desktop,Electricité,False,,Chrome 94.0.4606,Gaines et câbles électriques,Italian,IT,Klik (IT),False,1,FALSE,7,"25,9",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Payments > Save Card > -1,,False
42077,4558,331980841,Very efficient service,Servizio molto efficiente ,8,NPS,Customer Effort Score,2021-10-05T14:45:27.000Z,2021-10-05,mardi,octobre,False,phone,Jardin piscine,True,,Mobile Safari 14.1.2,Barbecue et plancha,Italian,IT,electronic-star  (IT),True,2,good,"6,9","336,79",mastercard,iOS 14.7.1,SHOPBOT,False,6 - 10,301 - 400,False,Service > Efficiency / Reliability > 1,,False
42078,4559,331983792,in the description it is not clear whether the transformer and LED are included,nella descrizione non è chiaro se è compreso il trasformatore ed il led,8,NPS,Customer Effort Score,2021-10-05T14:47:13.000Z,2021-10-05,mardi,octobre,False,desktop,Luminaire,False,,Chrome 94.0.4606,Eclairage d'intérieur,Italian,IT,BES Elettronica (IT),True,1,FALSE,5,"39,47",mastercard,Windows 7,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Product > Instructions Detail > -1,,False
42085,4566,331977480,It's very simple.,È molto semplice,8,NPS,Customer Effort Score,2021-10-05T14:50:45.000Z,2021-10-05,mardi,octobre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 88.0.4324,Meuble d'entrée,Italian,IT,Versa Home (IT),False,3,FALSE,"10,99","113,83",mastercard,Android 10,SHOPBOT,False,6 - 10,101 - 150,False,Online Experience > Ease of Use > 1,,False
42104,4585,331985475,quick and easy,semplice e veloce,10,NPS,Customer Effort Score,2021-10-05T15:03:52.000Z,2021-10-05,mardi,octobre,False,desktop,Electricité,False,,Chrome 94.0.4606,Interrupteurs et prises,Italian,IT,Elettro New (IT),True,2,FALSE,"6,99","20,97",visa,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
42108,4589,331977811,It's okay.,va bene cosi,8,NPS,Customer Effort Score,2021-10-05T15:08:38.000Z,2021-10-05,mardi,octobre,False,desktop,Electricité,False,,Chrome 94.0.4606,"Domotique, automatismes et sécurité",Italian,IT,Housecurity (IT),False,5,FALSE,"21,98","1088,48",visa,Windows 7,SEM,False,20 - 50,1001 - 2000,False,Service > General Satisfaction > 1,,False
42184,4665,331983791,very good help service,servizio aiuto molto buono,8,NPS,Customer Effort Score,2021-10-05T16:09:57.000Z,2021-10-05,mardi,octobre,False,desktop,Jardin piscine,False,,Firefox 90.0,Outils de jardin motorisés,Italian,IT,BES Elettronica (IT),False,2,FALSE,12,"23,69",mastercard,Windows 7,SEO-SEARCH,False,11 - 20,1 - 100,False,Support > Quality > 1;Support > Attitude of staff > 1,,False
42245,4726,331983788,Excellent products at great prices,Ottimi prodotti a ottimi prezzi,10,NPS,Customer Effort Score,2021-10-05T16:49:43.000Z,2021-10-05,mardi,octobre,False,phone,Luminaire,False,,Chrome Mobile 94.0.4606,Eclairage d'intérieur,Italian,IT,BES Elettronica (IT),True,2,FALSE,7,"223,93",paypal,Android 10,SHOPBOT,False,6 - 10,201 - 300,False,Product > Quality > 1;Product > Value for Money > 1,,False
42246,4727,331986111,Fast and efficient web site,Fast and efficient web site,10,NPS,Customer Effort Score,2021-10-05T16:50:27.000Z,2021-10-05,mardi,octobre,False,desktop,Quincaillerie,False,,Chrome 94.0.4606,"Fixation technique : vis, boulons, clous",English,GB,Graphskill (GB),True,1,FALSE,"8,2","44,95",visa,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Quality > 1,,False
42268,4749,331982955,Buy easy in ManoMano.,Compra facil en Manomano. ,10,NPS,Customer Effort Score,2021-10-05T17:06:27.000Z,2021-10-05,mardi,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,Outils de jardin motorisés,Spanish,ES,svh24.es (ES),False,1,FALSE,"10,9","73,56",visa,Windows 10,SEO-BRAND,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
42315,4796,331977259,I expect a good product.,espero un  buen producto,9,NPS,Customer Effort Score,2021-10-05T17:40:03.000Z,2021-10-05,mardi,octobre,False,desktop,Quincaillerie,False,,Chrome 94.0.4606,Quincaillerie du meuble,Spanish,ES,Mueblix (ES),True,1,FALSE,"6,66","18,66",visa,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Product > Quality > 0,,False
42351,4832,331975311,Easy site to follow ,Easy site to follow ,10,NPS,Customer Effort Score,2021-10-05T18:22:17.000Z,2021-10-05,mardi,octobre,False,desktop,Plomberie chauffage,False,,Chrome 92.0.4515,Chauffage et climatisation,English,GB,MyAppliances (GB),False,1,FALSE,"14,99","114,98",visa,Chrome OS 13982.69.0,AFFILIATION,False,11 - 20,101 - 150,False,Online Experience > Ease of Use > 1,,False
42447,4928,331975740,The best site to shop!!!,Il miglior sito per fare acquisti!!!,10,NPS,Customer Effort Score,2021-10-05T19:57:17.000Z,2021-10-05,mardi,octobre,False,phone,Luminaire,False,,Chrome Mobile 94.0.4606,Lampe portative,Italian,IT,Omnia Plant (IT),False,1,FALSE,"6,99","17,25",paypal,Android 9,SEO-SEARCH,False,6 - 10,1 - 100,False,Online Experience > Quality > 1,,False
42464,4945,331980138,Separate shipping costs in the sum much too high: (,Separate Versandkosten in der Summe viel zu hoch :(,3,NPS,Customer Effort Score,2021-10-05T20:17:53.000Z,2021-10-05,mardi,octobre,False,desktop,Electricité,False,"Ich fand, dass die Versandkosten zu teuer waren.",Edge 94.0.992,Gaines et câbles électriques,German,DE,Elektro4000 (DE),False,5,FALSE,"11,8","63,59",paypal,Windows 10,SEM,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Delivery Fees,True
42478,4959,331975571,I recommend ManoHano whenever I buy it is very easy products are as we ask if there is some problem customer service solves.,Recomiendo manomano siempre que compro es muy fácil los productos son como pedimos si hay algum problema  la atención al cliente soluciona.,10,NPS,Customer Effort Score,2021-10-05T20:42:23.000Z,2021-10-05,mardi,octobre,False,phone,Outillage,False,,Mobile Safari 14.1.2,Matériel et aménagement de l'atelier,Spanish,ES,Mugar (ES),False,1,FALSE,"5,9","33,62",paypal,iOS 14.7.1,SHOPBOT,False,1 - 5,1 - 100,False,Company / Brand > Recommendation > 1;Online Experience > Ease of Use > 1,,False
42484,4965,331975049,non-urgent delivery,envio no urgente,6,NPS,Customer Effort Score,2021-10-05T20:52:02.000Z,2021-10-05,mardi,octobre,False,desktop,Jardin piscine,False,Necesitaba otras opciones de envío,Chrome 94.0.4606,Bassin et décoration de jardin,Spanish,ES,Fuentana (ES),True,2,FALSE,"25,9","85,82",mastercard,Windows 10,SEM,False,20 - 50,1 - 100,False,Delivery > Speed of delivery > 1,Detractor '- Delivery Options,True
42491,4972,331986443,Easy to do ,Easy to do ,8,NPS,Customer Effort Score,2021-10-05T21:16:10.000Z,2021-10-05,mardi,octobre,False,phone,"Salle de bain, WC",False,,Chrome Mobile 94.0.4606,Lavabos,English,GB,Big Bathroom Shop (GB),False,3,FALSE,"4,95","335,64",visa,Android 11,SEM,False,1 - 5,301 - 400,False,Online Experience > Ease of Use > 1,,False
42540,5021,331975346,I've had trouble enrolling or accessing.,Ho avuto problemi ad iscrivermi o ad accedere.,6,NPS,Customer Effort Score,2021-10-06T05:20:40.000Z,2021-10-06,mercredi,octobre,False,phone,"Salle de bain, WC",False,I costi di spedizione erano troppo elevati.,Chrome Mobile 94.0.4606,Meuble de salle de bain,Italian,IT,Shopping Bagno (IT),False,1,FALSE,"9,49","27,48",mastercard,Android 10,SHOPBOT,False,6 - 10,1 - 100,False,Account > Account Management > -1,Detractor '- Delivery Fees,False
42546,5027,331985266,It was not possible to vary the shipping address,Non è stato possibile variariare l'indirizzo di spedizione,1,NPS,Customer Effort Score,2021-10-06T05:45:29.000Z,2021-10-06,mercredi,octobre,False,desktop,Outillage,False,I costi di spedizione erano troppo elevati.,Chrome 94.0.4606,Matériel et aménagement de l'atelier,Italian,IT,Premium (IT),True,1,FALSE,"22,5","100,73",paypal,Windows 10,SEO-SEARCH,False,20 - 50,1 - 100,False,Account > Address Management > -1,Detractor '- Delivery Fees,True
42563,5044,331985451,Price a little high and shipping is slow.,Precio un poco alto y envío es lento. ,10,NPS,Customer Effort Score,2021-10-06T06:19:37.000Z,2021-10-06,mercredi,octobre,False,phone,Jardin piscine,False,,Chrome Mobile 90.0.4430,Vêtement et accessoires du jardinier,Spanish,ES,2K Trades (ES),True,1,FALSE,"3,65","67,8",mastercard,Android 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > -1;Product > Value for Money > -1,,True
42697,5178,331977149,Intuitive rapid ed,Rapido ed intuitivo ,10,NPS,Customer Effort Score,2021-10-06T08:36:38.000Z,2021-10-06,mercredi,octobre,False,desktop,Plomberie chauffage,True,,Chrome 94.0.4606,"Plomberie, tube, raccord",Spanish,IT,Cablematic (IT),True,1,FALSE,"15,08","85,03",paypal,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Speed of delivery > 1;Delivery > Quality > 1,,False
42891,5372,331977485,good and competent,bravi e competenti,10,NPS,Customer Effort Score,2021-10-06T11:25:12.000Z,2021-10-06,mercredi,octobre,False,desktop,Revêtement sol et mur,False,,Edge 94.0.992,Peinture intérieure,Italian,IT,Brico Qui (IT),False,1,FALSE,8,"25,5",mastercard,Windows 10,SEM,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
42916,5397,331984383,Great service! Great!,Super Service!Klasse!,10,NPS,Customer Effort Score,2021-10-06T11:50:02.000Z,2021-10-06,mercredi,octobre,False,desktop,Quincaillerie,False,,Firefox 93.0,Quincaillerie du meuble,German,DE,SO-Handelsgesellschaft (DE),True,2,FALSE,"3,9","330,54",paypal,Windows 10,SHOPBOT,False,1 - 5,301 - 400,False,Service > General Satisfaction > 1,,False
42923,5404,331983607,Fast in delivery.,Veloci nella consegna.,10,NPS,Customer Effort Score,2021-10-06T11:54:45.000Z,2021-10-06,mercredi,octobre,False,phone,Outillage,False,,Chrome Mobile WebView 94.0.4606,Accessoire et consommables pour outillage électroportatif,Italian,IT,Farneed (IT),False,1,FALSE,7,"30,2",visa,Android 10,DISPLAY,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1,,True
43023,5504,331976303,First visit to the homepage and everything was fine,Erster Besuch auf der Homepage und alles war in Ordnung,8,NPS,Customer Effort Score,2021-10-06T13:19:26.000Z,2021-10-06,mercredi,octobre,False,desktop,Outillage,False,,Firefox 92.0,Outillage spécialisé,German,DE,Wiltec (DE),True,1,FALSE,"5,5","86,52",paypal,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
43036,5517,331975954,I was helped by one of your collaborators.,mi ha aiutato una vostra collaboratrice,5,NPS,Customer Effort Score,2021-10-06T13:32:35.000Z,2021-10-06,mercredi,octobre,False,desktop,Quincaillerie,True,Ho avuto difficoltà a trovare prodotti compatibili.,Chrome 94.0.4606,Quincaillerie du meuble,Italian,IT,Idroweb (IT),False,1,FALSE,"9,9","120,63",mastercard,Windows 7,SHOPBOT,False,6 - 10,101 - 150,False,Support > Attitude of staff > 1,Detractor '- Finding Compatible Products,False
43056,5537,331980544,Very simple to guess,Molto semplice da intuire,10,NPS,Customer Effort Score,2021-10-06T13:42:44.000Z,2021-10-06,mercredi,octobre,False,phone,Jardin piscine,False,,Mobile Safari 14.1.2,Outils de jardin motorisés,Italian,IT,Doctor Machine (IT),False,1,FALSE,7,"16,9",visa,iOS 14.7.1,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
43074,5555,331977916,I really liked the purchase.,Me ha gustado mucho la compra,10,NPS,Customer Effort Score,2021-10-06T13:54:04.000Z,2021-10-06,mercredi,octobre,False,desktop,Jardin piscine,True,,Chrome 94.0.4606,Outil et matériel de jardinage manuel,Spanish,ES,WilTec (ES),False,1,FALSE,"13,99","67,47",paypal,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1,,False
43222,5703,331985844,Thanks to ManoMano I bought cheaply with equally cheap shipping,Grazie a Mano mano ho acquistato a buon prezzo con spedizione ugualmente economica,9,NPS,Customer Effort Score,2021-10-06T15:43:33.000Z,2021-10-06,mercredi,octobre,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Plante et soin des végétaux,Italian,IT,Idroponica - Player (IT),True,1,FALSE,"4,9","23,2",visa,Android 5.1.1,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > 1;Product > Value for Money > 1,,True
43322,5803,331975619,You have very good and attractive products,Tenéis productos muy buenos y atractivos,10,NPS,Customer Effort Score,2021-10-06T16:50:10.000Z,2021-10-06,mercredi,octobre,False,desktop,Jardin piscine,False,,Safari 14.1.2,"Pot de fleur, jardinière et bac",Spanish,ES,Fuentana (ES),True,1,FALSE,38,188,visa,Mac OS X 10.15.6,SEO-SEARCH,False,20 - 50,151 - 200,False,Product > Quality > 1,,False
43353,5834,331980071,Forced to choose DHL that in our area works fatal.,Obligados a escoger DHL que en nuestra zona funciona fatal. ,8,NPS,Customer Effort Score,2021-10-06T17:15:16.000Z,2021-10-06,mercredi,octobre,False,phone,Plomberie chauffage,False,,Chrome Mobile 94.0.4606,Robinetterie,Spanish,ES,Waterkeys (ES),True,1,FALSE,"8,47","88,99",visa,Android 9,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Quality > -1;Delivery > Courier Service > -1,,False
43436,5917,331977659,All easy and correct. With Chat support. All right.,Todo facil y correcto. Con soporte del Chat. Muy bien. ,9,NPS,Customer Effort Score,2021-10-06T18:14:20.000Z,2021-10-06,mercredi,octobre,False,desktop,Animalerie,False,,Chrome 88.0.4324,Oiseau,Spanish,ES,Jardiboutique (ES),True,1,FALSE,"6,5","85,5",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1;Online Experience > Ease of Use > 1,,False
43470,5951,331977474,M uy favil,M uy favil,10,NPS,Customer Effort Score,2021-10-06T19:00:35.000Z,2021-10-06,mercredi,octobre,False,phone,Outillage,True,,Chrome Mobile iOS 94.0.4606,Accessoire et consommables pour outillage électroportatif,Spanish,ES,PatnerIberia (ES),False,1,FALSE,"3,94","12,74",paypal,iOS 14.7,SHOPBOT,False,1 - 5,1 - 100,False,Other > Miscellaneous > 0,,False
43487,5968,331984758,"All right, like other times.",Todo correcto como otras veces.,10,NPS,Customer Effort Score,2021-10-06T19:18:11.000Z,2021-10-06,mercredi,octobre,False,desktop,Outillage,False,,Chrome 94.0.4606,Accessoire et consommables pour outillage électroportatif,Spanish,ES,Electropapa (ES),False,1,FALSE,"3,99","9,98",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
43498,5979,331983770,"I have placed several orders, the delivery is punctual and the products respect quality-price. Great!","Ho effettuato  diversi ordini, la consegna sono puntuali e e i prodotti rispettano qualità-prezzo. Ottimo!",10,NPS,Customer Effort Score,2021-10-06T19:28:29.000Z,2021-10-06,mercredi,octobre,False,tablet,Mobilier d'intérieur,False,,Chrome 87.0.4280,Meuble de salon,Italian,IT,Maury's (IT),False,1,FALSE,"6,99","14,68",visa,Android 9,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Product > Quality > 1;Product > Value for Money > 1,,True
43504,5985,331974875,It worked out well.,Hat gut geklappt. ,10,NPS,Customer Effort Score,2021-10-06T19:36:35.000Z,2021-10-06,mercredi,octobre,False,phone,"Salle de bain, WC",False,,Chrome Mobile 94.0.4606,Lavabos,German,DE,Heunert (DE),True,1,FALSE,"4,9","41,65",paypal,Android 10,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
43518,5999,331977420,I'm always happy with the orders never let me down.,Siempre estoy contento con los pedidos no me decepcionaron nunca,10,NPS,Customer Effort Score,2021-10-06T19:44:08.000Z,2021-10-06,mercredi,octobre,False,phone,Outillage,True,,Chrome Mobile 93.0.4577,Outillage électroportatif,Spanish,ES,Fixami (ES),False,3,FALSE,12,"210,75",mastercard,Android 9,SEM,False,11 - 20,201 - 300,False,Service > General Satisfaction > 1,,False
43535,6016,331983330,using the app didn't let me proceed to the payment. accessing via PC I had no problems,utilizzando l'app non mi faceva procedere al pagamento. accedendo via pc non ho avuto problemi,5,NPS,Customer Effort Score,2021-10-06T20:05:42.000Z,2021-10-06,mercredi,octobre,False,desktop,"Salle de bain, WC",False,Ho avuto problemi ad iscrivermi o ad accedere.,Edge 93.0.961,Douche et baignoire,Italian,IT,Laneri Docce (IT),True,4,FALSE,"24,95","221,14",mastercard,Windows 10,SEM,False,20 - 50,201 - 300,False,Online Experience > Quality > -1;Online Experience > Error / Bugs > -1;Online Experience > Other > -1;Payments > Success of payment > -1,Detractor '- Signup/Login,False
43558,6039,331976560,Easy and precise orders in delivery,Ordini facili e precisi nella consegna ,10,NPS,Customer Effort Score,2021-10-06T20:27:14.000Z,2021-10-06,mercredi,octobre,False,phone,Construction matériaux,False,,Chrome Mobile 94.0.4606,Menuiserie,Italian,IT,Italfrom (IT),False,1,FALSE,18,"278,97",visa,Android 10,EMAIL,False,11 - 20,201 - 300,False,Delivery > Order Accuracy > 1;Online Experience > Ease of Use > 1;Delivery > Quality > 1,,True
43601,6082,331986554,I've got a product wrong. It's very hard to contact you to change it.,ho sbagliato un prodotto e' molto difficile contattattarvi per cambiarlo ,8,NPS,Customer Effort Score,2021-10-06T22:26:11.000Z,2021-10-06,mercredi,octobre,False,desktop,Plomberie chauffage,False,,Firefox 92.0,Chauffage et climatisation,Italian,IT,Ferramenta il triangolo (IT),False,1,FALSE,"6,3","16,46",mastercard,Windows 7,RETARGETING,False,6 - 10,1 - 100,False,Delivery > Order Accuracy > -1;Product > Quality > -1;Support > Responsiveness > -1,,False
43650,6131,331983981,"Taking over the data (name, address) from PayPal would be great","Übernahme der Daten (Name, Adresse) von PayPal wäre toll",8,NPS,Customer Effort Score,2021-10-07T06:15:33.000Z,2021-10-07,jeudi,octobre,False,desktop,Plomberie chauffage,False,,Firefox 93.0,Chauffage et climatisation,German,DE,Sanundo (DE),True,1,FALSE,"4,95","33,14",paypal,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Account > Address Management > -1;Payments > Save Card > -1,,False
43674,6155,331974730,Understandable and fast.,Comprensibile e veloce.,10,NPS,Customer Effort Score,2021-10-07T06:56:46.000Z,2021-10-07,jeudi,octobre,False,phone,Luminaire,False,,Chrome Mobile 93.0.4577,Eclairage d'extérieur,Italian,IT,Ledkia (IT),True,1,FALSE,"5,95","25,93",visa,Android 10,AFFILIATION,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1,,False
43737,6218,331983703,"Website of purchase of various products, on which you can make purchases intuitively.","Página web de compra de productos varios, en la que se puede realizar compras de manera intuitiva.",9,NPS,Customer Effort Score,2021-10-07T08:12:08.000Z,2021-10-07,jeudi,octobre,False,desktop,Jardin piscine,True,,Chrome 94.0.4606,Plante et soin des végétaux,Spanish,ES,Smart Group2 (ES),False,1,FALSE,"2,5","52,25",visa,Windows 7,SEM,False,1 - 5,1 - 100,False,Online Experience > Quality > 1;Online Experience > Ease of Use > 1,,False
43753,6234,331985524,This is the first time I buy on ManoMano and I compliment for the simplicity of accompaniment in the realization of the Order and the account and stay waiting for the order to judge the shipment,Questa è la prima volta che compro su manomano e mi complimento per la semplicità di accompagnamento nella realizzazione dell'Ordine e dell'account e resto in attesa dell'ordine per giudicare la spedizione ,10,NPS,Customer Effort Score,2021-10-07T08:26:47.000Z,2021-10-07,jeudi,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,"Abri, garage et rangement extérieur",Italian,IT,Vital Brico (IT),True,1,FALSE,"11,5","87,5",mastercard,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Order > Quality > 1;Delivery > Quality > 1,,False
43769,6250,331982454,It's okay and fast.,tutto ok e veloce,10,NPS,Customer Effort Score,2021-10-07T08:42:19.000Z,2021-10-07,jeudi,octobre,False,desktop,"Salle de bain, WC",False,,Chrome 94.0.4606,Lavabos,Italian,IT,Shopping Bagno (IT),True,1,FALSE,"10,99","75,98",visa,Windows 10,SEO-BRAND,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Service > General Satisfaction > 1,,False
43809,6290,331986849,"There is a bug in displaying the order report: the euro symbol falls in place of the split comma between unit and cents. Example 13€50 instead of 13,50€","C'è un bug nella visualizzazione del resoconto dell'ordine: il simbolo dell'euro cade al posto della virgola di separazione tra unita e centesimi. Esempio 13€50 invece che 13,50€",8,NPS,Customer Effort Score,2021-10-07T09:21:43.000Z,2021-10-07,jeudi,octobre,False,desktop,Plomberie chauffage,False,,Chrome 92.0.4515,Robinetterie,Italian,IT,J69 Store (IT),True,1,FALSE,"6,5","36,4",visa,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Online Experience > Error / Bugs > -1;Payments > Success of payment > -1,,False
43850,6331,331980110,Everything I asked for in ManoMano has worked perfectly.,Todo lo que he pedido en ManoMano ha ha funcionado perfectamente.,9,NPS,Customer Effort Score,2021-10-07T10:15:21.000Z,2021-10-07,jeudi,octobre,False,desktop,Outillage,False,,Chrome 94.0.4606,Matériel et aménagement de l'atelier,Spanish,ES,BricoCasa (ES),False,1,FALSE,4,"19,37",paypal,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
43876,6357,331982491,"It's all very easy, and fast.","Todo muy fácil ,y rapido",10,NPS,Customer Effort Score,2021-10-07T10:48:01.000Z,2021-10-07,jeudi,octobre,False,phone,Plomberie chauffage,False,,Chrome Mobile 94.0.4606,Chauffage et climatisation,Spanish,ES,TCHerramientas (ES),False,1,FALSE,"5,5","75,34",visa,Android 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
44059,6540,331977391,"It's okay, great prices.","Tutto ok, prezzi ottimi",10,NPS,Customer Effort Score,2021-10-07T13:50:31.000Z,2021-10-07,jeudi,octobre,False,desktop,Outillage,False,,Chrome 94.0.4606,Accessoire et consommables pour outillage électroportatif,Italian,IT,Eacommerce  (IT),False,1,FALSE,"5,9","19,69",paypal,Mac OS X 10.13.6,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1;Product > Value for Money > 1,,False
44075,6556,331980173,Just pick and choose,Nur aussuchen und fertig,10,NPS,Customer Effort Score,2021-10-07T14:08:46.000Z,2021-10-07,jeudi,octobre,False,phone,Outillage,False,,Chrome Mobile 94.0.4606,...,German,DE,Lichtlieferant (DE),False,1,FALSE,"3,95","5,85",paypal,Android 11,SEO-SEARCH,False,1 - 5,1 - 100,False,Product > Range > 1,,False
44123,6604,331984369,Adding is economic. They have everything.,Ademar es econòmica. TIENEN DE TODO,10,NPS,Customer Effort Score,2021-10-07T14:48:47.000Z,2021-10-07,jeudi,octobre,False,phone,Jardin piscine,False,,Facebook 338.1.0,Plante et soin des végétaux,Spanish,ES,Semillas_factory (ES),False,2,FALSE,"6,49","13,29",paypal,Android 11,RETARGETING,False,6 - 10,1 - 100,False,Product > Value for Money > -1,,False
